Article,Journal
9612205,Commun.Math.Phys.
9904147,Phys.Lett.
9607062,Phys.Rev.
108145,Class.Quant.Grav.
109102,JHEP
9908014,Phys.Lett.
9906239,Phys.Rev.
9908192,JHEP
9503024,Phys.Rev.
107107,Int.J.Theor.Phys.
9706079,Phys.Rev.
9704014,Nucl.Phys.
9408035,Commun.Math.Phys.
9912098,Prog.Theor.Phys.
9403126,J.Math.Phys.
9211041,Phys.Lett.
9810170,Phys.Lett.
202049,Phys.Lett.
8195,Phys.Lett.
9909047,Nucl.Phys.
203167,Nucl.Phys.
8251,Phys.Rev.
9510123,Phys.Lett.
101229,Class.Quant.Grav.
9710119,Nucl.Phys.
9701047,Phys.Lett.
9703084,Commun.Math.Phys.
203053,JHEP
2039,JHEP
103176,Lett.Math.Phys.
108238,JHEP
3007,Nucl.Phys.
9712252,Phys.Rev.
209240,Phys.Lett.
201103,Phys.Lett.
108163,Phys.Rev.
9802107,Phys.Lett.
110283,Nucl.Phys.
9705179,Phys.Lett.
201049,J.Phys.
9604049,J.Phys.
109146,Phys.Rev.
206243,Phys.Rev.
9506054,Mod.Phys.Lett.
9705024,Phys.Lett.
9707100,Nucl.Phys.
9910115,Class.Quant.Grav.
105191,Phys.Rev.
9901038,Nucl.Phys.
9407194,Phys.Lett.
9607037,Nucl.Phys.
209184,Phys.Lett.
9810048,Theor.Math.Phys.
9601069,Nucl.Phys.
9701057,Phys.Rev.
108173,Nucl.Phys.
2151,Phys.Lett.
9607136,Mod.Phys.Lett.
203105,Phys.Lett.
9702006,Nucl.Phys.
9409024,Phys.Lett.
9205052,Phys.
9403063,Nucl.Phys.
9612231,Phys.Lett.
9609076,Phys.Rev.Lett.
9611202,Nucl.Phys.
111143,Phys.
9907050,Phys.Lett.
9511227,Nucl.Phys.Proc.Suppl.
9206002,Int.J.Mod.Phys.
109133,Phys.Rev.
205074,Nucl.Phys.
9910106,JHEP
207102,Acta
9603034,Phys.Rev.
110124,JHEP
111259,J.Geom.Phys.
9307042,Annals
9707011,Phys.Lett.
103089,JHEP
206166,JHEP
9501010,Mod.Phys.Lett.
5227,Eur.Phys.J.
9811224,Phys.Rev.
106034,Nucl.Phys.
9508098,Prog.Theor.Phys.
202114,J.Phys.
1046,Annals
9705020,Phys.Rev.Lett.
2004,Nucl.Phys.
9212135,Phys.Rev.Lett.
9207110,Z.Phys.
9711008,Phys.Rev.
9802079,Theor.Math.Phys.
9812084,Phys.Lett.
208070,JHEP
209180,Phys.Lett.
9211008,Mod.
9705197,Phys.Lett.
9508059,Int.J.Mod.Phys.
201074,Eur.Phys.J.
9412007,Int.
9901027,Phys.Lett.
112175,Phys.Lett.
207125,JHEP
9808133,Phys.Rev.
2019,Phys.Rev.
9603035,Lett.Math.Phys.
212063,JHEP
104040,Phys.Rev.
9404125,Mod.Phys.Lett.
9609071,Nucl.Phys.
9902032,Nucl.Phys.
9903114,Mod.Phys.Lett.
9712075,JHEP
102045,JHEP
9510181,Phys.Rev.
9407079,Commun.Math.Phys.
9612127,Phys.Lett.
9206031,Mod.Phys.Lett.
9604126,J.Math.Phys.
9403104,Phys.Rev.
9608177,Phys.Rev.
205265,JHEP
9706171,Phys.Rev.
9504143,Nucl.Phys.
111148,Int.J.Mod.Phys.
9810196,Phys.Lett.
9905086,Phys.Rev.
111216,Fortsch.Phys.
9802034,Phys.Lett.
107019,Class.Quant.Grav.
9803187,J.Phys.
9903219,JHEP
9704160,Phys.Lett.
9607172,Phys.Lett.
9410110,Nucl.Phys.
9305042,Nucl.Phys.
9803193,Mod.Phys.Lett.
9710151,Phys.Lett.
9401149,J.Phys.
9309039,Nucl.Phys.
9604152,Nucl.Phys.
9604143,Phys.Lett.
109053,JHEP
9506206,Phys.Rev.
9909071,Phys.Rev.
104010,JHEP
206113,Nucl.Phys.
9504094,Prog.Theor.Phys.
206065,Phys.Rev.
9511199,Phys.Lett.
9509159,Phys.Rev.Lett.
3075,JHEP
9902180,Nucl.Phys.
9304038,Mod.Phys.Lett.
110217,Int.J.Mod.Phys.
9512153,Int.J.Mod.Phys.
205129,Phys.Rev.
9907063,Prog.Theor.Phys.
9312207,Nucl.Phys.
204055,Eur.Phys.J.
104158,Class.Quant.Grav.
201205,JHEP
9904070,Phys.Rev.
110131,Annals
9801009,Phys.Lett.
7208,Nucl.Phys.
9706188,Annals
9161,Phys.Lett.
206126,Phys.Rev.
108245,Phys.Rev.
9707054,Phys.Rev.
2132,Phys.Rev.
9602160,Phys.Lett.
9703127,Phys.Lett.
9901165,Phys.Lett.
6211,Phys.Rev.
9807230,Nucl.Phys.
9403048,Phys.Lett.
6183,Nucl.Phys.
9506109,Phys.Rev.
9801128,Nucl.Phys.
9810199,Phys.Rev.
201187,Phys.Rev.
202045,JHEP
9604006,Phys.Rev.
9408103,Nucl.Phys.
9406007,Nucl.Phys.
9911034,J.Math.Phys.
9409015,Nucl.Phys.
109036,J.Math.Phys.
105295,Phys.Lett.
9803084,Phys.Rev.
9909019,Nucl.Phys.
9811179,Commun.Math.Phys.
102097,Phys.Rev.
103205,JHEP
105181,Phys.Lett.
110116,Nucl.Phys.
10271,J.Math.Phys.
9804096,Int.J.Mod.Phys.
9411138,Phys.
206057,JHEP
204011,Nucl.Phys.
9905190,Class.Quant.Grav.
9803168,Nucl.Phys.
9409029,Int.J.Mod.Phys.
9807046,Phys.Lett.
206199,Phys.Rev.
9501028,Phys.Lett.
9911075,Phys.Lett.
9306068,Int.
9803064,Phys.Lett.
2026,Phys.Rev.
9712145,Nucl.Phys.
9810077,Class.Quant.Grav.
202135,Phys.Lett.
9910078,Acta
9206098,Nucl.Phys.
9603043,Phys.Lett.
9307171,Phys.Lett.
9804202,Phys.Lett.
102181,Phys.Rev.Lett.
6108,JHEP
9812022,JHEP
9809142,Phys.Rev.
108187,Phys.Rev.
9612014,Phys.Rev.
9907156,JHEP
9405115,Phys.
9303140,Nucl.Phys.
105196,Phys.Lett.
9303167,Class.Quant.Grav.
8155,Mod.Phys.Lett.
209026,Phys.Lett.
9504153,J.Math.Phys.
9310150,Nucl.
9701037,Phys.Lett.
208114,JHEP
9801087,Nucl.Phys.
9304012,Prog.Theor.Phys.
9811239,Lett.Math.Phys.
204152,Phys.Lett.
9805212,JHEP
104022,Phys.Rev.
9409165,Commun.Math.Phys.
9612013,Phys.Lett.
103025,Phys.Rev.
9811129,JHEP
9309025,Phys.Lett.
9207042,Nucl.
9309118,J.Phys.
9806082,Nucl.Phys.
9211135,Int.
9804058,Nucl.Phys.
9811008,Class.Quant.Grav.
9410141,Phys.Lett.
9808064,Nuovo
9609140,Int.J.Mod.Phys.
8072,J.Geom.Phys.
101169,Phys.Rev.
1209,Phys.Lett.
12188,JHEP
9905154,Class.Quant.Grav.
9507075,Mod.Phys.Lett.
9902178,Phys.Lett.
106060,Phys.Lett.
9509149,Class.Quant.Grav.
9501072,Phys.
103079,Phys.Rev.
9811212,Nucl.Phys.
1081,J.Math.Phys.
9511108,Nucl.Phys.
9606028,J.Math.Phys.
102027,Int.J.Mod.Phys.
102002,Phys.Rev.
9207096,Int.J.Mod.Phys.
110201,JHEP
104094,Nucl.Phys.
9605066,Phys.Rev.
6186,Nucl.Phys.
9502059,J.Math.Phys.
9902124,Phys.Lett.
9207006,Phys.Lett.
9505015,Nuovo
9808004,Nucl.Phys.
9906191,Phys.Rev.
9701097,Nucl.Phys.
9708063,Phys.Lett.
112058,JHEP
7002,Nucl.Phys.
9805180,Nucl.Phys.
9510093,Nucl.Phys.
9901080,Phys.Lett.
9311073,Mod.
9812009,Phys.Lett.
9811152,Phys.Rev.
211206,JHEP
9608110,Nucl.Phys.
9510086,Phys.Lett.
209210,Mod.Phys.Lett.
9509019,Int.J.Mod.Phys.
9082,Phys.Rev.
9208008,Commun.Math.Phys.
9706024,Phys.Rev.Lett.
9408044,Int.J.Mod.Phys.
9712021,Phys.Rev.
9711107,JHEP
205111,Phys.Rev.
209053,Nucl.Phys.
9907151,Phys.Rev.
205144,JHEP
9612108,Nucl.Phys.
9509047,J.Math.Phys.
3119,Int.J.Mod.Phys.
110071,JHEP
9510071,Nucl.Phys.
5148,Mod.Phys.Lett.
9902052,JHEP
9911115,Nucl.Phys.
9811032,Class.Quant.Grav.
9701150,Int.J.Mod.Phys.
9809193,Phys.Lett.
9709227,Phys.Lett.
5287,Nucl.Phys.Proc.Suppl.
3035,Nucl.Phys.
9202033,Phys.Lett.
104207,Nucl.Phys.
9812100,JHEP
207120,Nucl.Phys.
9705007,Nucl.Phys.
9411229,Nucl.
9073,Class.Quant.Grav.
108047,Phys.Lett.
9711012,Mod.Phys.Lett.
9610192,Phys.Lett.
9407156,Int.J.Mod.Phys.
9911099,Class.Quant.Grav.
9402053,Int.J.Mod.Phys.
9907219,Nucl.Phys.
9305072,Int.J.Mod.Phys.
9207066,Phys.Lett.
9912137,Nucl.Phys.Proc.Suppl.
9810230,Phys.Rev.
212248,JHEP
9212102,Phys.Rev.Lett.
9607074,Phys.Rev.
9412030,Lett.Math.Phys.
109123,Phys.Lett.
9610028,J.Phys.
9501083,Phys.Rev.
9905206,Nucl.Phys.
107166,Nucl.Phys.
12270,JHEP
9405077,Nucl.Phys.
101173,Nucl.Phys.
11138,Phys.Lett.
9048,Class.Quant.Grav.
205024,Phys.Lett.
9610163,Phys.Lett.
9311081,Phys.Lett.
3203,Nucl.Phys.
9205096,Phys.Rev.
9212127,Nucl.Phys.
9610232,Phys.Lett.
9310121,Phys.Lett.
9206034,Mod.Phys.Lett.
9707103,Phys.Rev.
9603060,Phys.Rev.Lett.
5040,JHEP
9410167,Nucl.Phys.
9504121,Nucl.Phys.
9711188,Nuovo
9411029,Mod.Phys.Lett.
9208005,Int.J.Mod.Phys.
204087,Mod.Phys.Lett.
9710243,Class.Quant.Grav.
9303011,Phys.Rev.
8238,Int.J.Mod.Phys.
9801160,Phys.Rev.
9708157,J.Math.Phys.
9509112,Phys.Lett.
9701077,Phys.Rev.
9809075,Phys.Rev.
9405087,Lett.Math.Phys.
9904166,J.Math.Phys.
9605030,Phys.Rev.
104185,Phys.Rev.
9903223,Phys.Lett.
109171,Class.Quant.Grav.
4022,Nucl.Phys.
9502084,Phys.Lett.
206125,JHEP
9211138,J.Phys.
9911027,Class.Quant.Grav.
4131,Phys.Rev.
9810154,JHEP
9906101,Nucl.Phys.
108063,Nucl.Phys.
204094,Nucl.Phys.
9911123,Nucl.Phys.
9708103,Mod.Phys.Lett.
9702010,Phys.Lett.
105108,Phys.Rev.Lett.
9710237,Int.J.Mod.Phys.
6103,JHEP
9087,Nucl.Phys.
12023,Nucl.Phys.
11246,Phys.Rev.
106140,JHEP
9911023,Nucl.Phys.
9801024,Phys.Rev.
9402051,J.Math.Phys.
9603092,Annals
206194,Phys.Rev.
9806162,Prog.Theor.Phys.
9707071,Phys.Rev.
9306103,Phys.Lett.
9802154,Phys.Rev.
104184,Phys.Lett.
9506013,Prog.Theor.Phys.
9312109,Phys.Rev.
9503121,Nucl.Phys.
9506117,Phys.
112209,Phys.Rev.
9502031,Nucl.Phys.
9411135,Nucl.Phys.
9203030,Nucl.Phys.
9602071,Nucl.Phys.
3018,Nucl.Phys.
204018,Nucl.Phys.Proc.Suppl.
111104,Acta
9803030,Nucl.Phys.
9309018,Phys.Rev.
9612212,J.Math.Phys.
9903066,J.Phys.
9505085,Commun.Math.Phys.
9704082,Phys.Lett.
9304103,Mod.Phys.Lett.
2108,Annals
112115,Phys.Rev.
9907164,JHEP
9309144,Commun.Math.Phys.
9806227,Phys.Rev.
9412197,Int.J.Mod.Phys.
207228,Phys.Rev.
9411071,Theor.Math.Phys.
9506157,Phys.Lett.
9811202,Int.J.Mod.Phys.
9810241,Annals
9402045,Nucl.Phys.
108194,Class.Quant.Grav.
3025,JHEP
9204069,Phys.Rev.
9909051,Phys.Lett.
9606016,Phys.Rev.Lett.
1185,Nucl.Phys.
9811230,JHEP
201118,Fortsch.Phys.
206039,Nucl.Phys.
9207108,Phys.Rev.Lett.
9212056,Phys.Lett.
9702127,Int.J.Theor.Phys.
9306132,Phys.Rev.Lett.
205198,JHEP
1015,Nucl.Phys.Proc.Suppl.
9602091,Phys.Rev.
12220,Phys.Rev.
9811090,Annals
9404071,Nucl.Phys.
10177,Phys.Lett.
11249,JHEP
9211002,Mod.
9304022,Z.Phys.
9908083,J.Math.Phys.
9605062,Nucl.Phys.
107106,Eur.Phys.J.
9210128,Phys.Lett.
9706068,Eur.Phys.J.
9908016,Phys.Lett.
4086,JHEP
9709028,Nucl.Phys.
9402140,Commun.Math.Phys.
9710117,J.Math.Phys.
105142,Phys.Lett.
9802049,Phys.Lett.
9907099,Phys.Lett.
102142,Phys.Rev.
9712116,Phys.Rev.
9911111,Phys.Rev.
9907182,Phys.Lett.
110064,Phys.Lett.
9405185,Phys.Lett.
211105,JHEP
9301047,Phys.Rev.
104091,Phys.Lett.
9210094,Nucl.Phys.
202010,Phys.Rev.
9304009,Int.J.Mod.Phys.
9610200,J.Phys.
9912168,Lett.Math.Phys.
5124,JHEP
9811031,Phys.Rev.
9911043,JHEP
9509102,Phys.Rev.
105094,Phys.Rev.
110234,Phys.Rev.
9609128,Phys.Lett.
9905164,Nucl.Phys.
9605037,Phys.Rev.
9311185,Phys.Lett.
9909046,Nucl.Phys.
5021,Phys.Lett.
6114,Nucl.Phys.
9910266,Nucl.Phys.
9503070,Nucl.
208065,Phys.Rev.
9603136,Phys.Rev.
9703219,Phys.Lett.
9609182,Class.Quant.Grav.
112034,Phys.Lett.
9603160,Int.J.Mod.Phys.
9308005,Nucl.Phys.
109189,Phys.Lett.
9806118,Annals
9905195,Phys.Lett.
11146,Nucl.Phys.
209218,Phys.Lett.
203233,Mod.Phys.Lett.
9502124,Nucl.
3276,J.Phys.
9605154,Nucl.Phys.
9906098,Class.Quant.Grav.
104264,Phys.Rev.
9602173,Nucl.Phys.
209125,Nucl.Phys.
206143,J.Phys.
9804002,Phys.Rev.
9504071,Nucl.Phys.
9201040,Prog.Theor.Phys.
9912141,Phys.Rev.
9304139,J.Math.Phys.
9811092,Phys.Rev.
9511095,Nucl.Phys.
9812078,Phys.Lett.
9710248,Nucl.Phys.
9706196,Nucl.Phys.
9503034,Phys.
203261,Phys.Rev.
111227,Phys.Rev.
107253,Int.J.Mod.Phys.
9905104,Nucl.Phys.
204059,Phys.Rev.
9608136,Phys.Rev.
9910144,Nucl.Phys.
203067,Phys.Rev.Lett.
206155,JHEP
9905089,Int.J.Mod.Phys.
9607046,Phys.Lett.
9304077,Phys.
9811258,JHEP
9812108,Phys.Lett.
9204100,Nucl.
205076,Nucl.Phys.
9702065,Phys.Rev.
9805145,Phys.Rev.
9410056,Nucl.Phys.
9203046,Phys.
7250,JHEP
111282,Nucl.Phys.Proc.Suppl.
9707243,JHEP
9406010,Nucl.Phys.
9509086,Phys.Lett.
9607009,Phys.Lett.
108178,Phys.Lett.
8106,Nucl.Phys.
9611048,Phys.
6233,Nucl.Phys.
9206040,Commun.Math.Phys.
11233,Phys.Rev.
4155,Phys.Rev.
9811044,Nucl.Phys.
3282,Nucl.Phys.
9610100,Phys.Lett.
204078,Phys.Lett.
9309069,Phys.
9402014,Phys.Lett.
9910163,Class.Quant.Grav.
9405200,Nucl.Phys.
9803106,Phys.Lett.
206254,Nucl.Phys.
9903238,Phys.Rev.
9708073,Mod.Phys.Lett.
9605121,Phys.Rev.
9410053,Int.
2154,Adv.Theor.Math.Phys.
103015,Nucl.Phys.
1028,Nucl.Phys.Proc.Suppl.
9312013,Phys.Lett.
8052,Phys.Rev.
9809121,Mod.Phys.Lett.
6026,Phys.Rev.
7127,JHEP
9903259,Prog.Theor.Phys.
9403040,Phys.Lett.
9211029,Phys.Lett.
9710153,Commun.Math.Phys.
110087,JHEP
9403191,Nucl.Phys.
11008,Int.J.Mod.Phys.
9205014,Mod.Phys.Lett.
9807029,Int.J.Theor.Phys.
9811201,Nucl.Phys.
107205,J.Math.Phys.
9904202,Int.J.Mod.Phys.
9706223,Phys.Lett.
107242,Nucl.Phys.
9507046,Phys.Lett.
9511143,Phys.Lett.
2225,Phys.Rev.Lett.
210309,JHEP
9911172,JHEP
9907071,Phys.Rev.
9306065,Int.
107137,Phys.Rev.
9904065,Phys.Rev.
9508047,Nucl.Phys.
105011,Phys.Lett.
9812062,JHEP
9611095,Phys.Rev.
9204097,Phys.Lett.
9906172,Phys.Lett.
9303016,Nucl.Phys.
9705151,Nucl.Phys.
9805006,JHEP
9508026,Phys.
9711047,Phys.Lett.
9911028,Phys.Lett.
9809032,Nucl.Phys.
9710112,Phys.Lett.
9706019,Nucl.Phys.
9604066,Mod.Phys.Lett.
208091,Mod.Phys.Lett.
6219,Phys.Lett.
9610106,Phys.Rev.
9803029,Phys.Lett.
12134,Phys.Lett.
9604067,Int.J.Mod.Phys.
9210061,Int.
9312047,Phys.Lett.
9210127,Phys.Lett.
10105,JHEP
9811184,Phys.Rev.
108003,Phys.Rev.
9712094,Phys.Rev.
9208037,Phys.Lett.
9801095,Fortsch.Phys.
9211107,Nucl.
9902070,Phys.Lett.
9608096,Commun.Math.Phys.
9401084,Phys.Lett.
9610122,Commun.Math.Phys.
9808164,Mod.Phys.Lett.
203153,Phys.Lett.
5047,JHEP
9610104,Nucl.Phys.
9903111,JHEP
201017,Phys.Rev.
9709200,Phys.Rev.Lett.
9903137,J.Phys.
203268,JHEP
3048,Nucl.Phys.
9206082,Nucl.Phys.
10272,Prog.Theor.Phys.
9810105,Commun.Math.Phys.
9811006,JHEP
9805157,Phys.Rev.
9304059,Nucl.
9607049,Nucl.Phys.
9303143,Phys.Lett.
9412229,Commun.Math.Phys.
9603006,Mod.Phys.Lett.
108092,Mod.Phys.Lett.
9610177,Mod.Phys.Lett.
9402125,Phys.Rev.
9303020,Phys.Rev.
9308036,Phys.Rev.Lett.
9806164,Phys.Lett.
9807220,Nucl.Phys.
9206038,Phys.Lett.
9605057,Prog.Theor.Phys.
9805081,Phys.Rev.
102151,JHEP
9701058,Int.J.Mod.Phys.
9607056,Phys.Rev.
7007,Nucl.Phys.
9507006,Class.Quant.Grav.
9309146,Theor.Math.Phys.
9707172,Phys.Lett.
102145,Nucl.Phys.
203147,JHEP
111211,Mod.Phys.Lett.
2148,Nucl.Phys.
9502078,Int.J.Mod.Phys.
9905163,JHEP
9911021,JHEP
9511058,Nucl.Phys.
9903046,Phys.Lett.
9806191,Phys.Lett.
9506204,Int.J.Mod.Phys.
10016,Nucl.Phys.
9803208,Phys.Rev.
9403070,Int.J.Mod.Phys.
9807098,Phys.Rev.
203225,Nucl.Phys.
9906242,JHEP
9411194,Commun.Math.Phys.
110022,Nucl.Phys.
9303161,J.Phys.
9212089,Phys.Lett.
11066,Phys.Lett.
207166,JHEP
103033,JHEP
9712204,Int.J.Mod.Phys.
9604136,Phys.Lett.
9607222,J.Phys.
207032,JHEP
9604030,Nucl.Phys.
9210084,Mod.Phys.Lett.
105022,Mod.Phys.Lett.
9812240,JHEP
9227,Phys.Lett.
9803203,Class.Quant.Grav.
9907215,JHEP
9503068,J.Math.Phys.
9703057,Nucl.Phys.
9501070,Mod.
9804032,Mod.Phys.Lett.
9907014,Phys.Lett.
9805067,Mod.Phys.Lett.
12142,Fortsch.Phys.
9808035,Phys.Lett.
211086,JHEP
9609220,Phys.Lett.
303179,J.Geom.Phys.
10253,Int.J.Mod.Phys.
9504001,Mod.Phys.Lett.
9310084,J.Phys.
9603002,Nucl.Phys.
9807067,Nucl.Phys.
9601136,Phys.Rev.
9601010,Nucl.Phys.
9602062,Phys.Lett.
112075,Phys.Rev.
9505035,Phys.Lett.
9211076,Phys.Rev.
208164,Phys.Lett.
9405191,Nucl.Phys.
9405023,Phys.Lett.
9705190,Phys.Lett.
9606137,Annals
10217,JHEP
9912210,Nucl.Phys.
9708086,Adv.Theor.Math.Phys.
208082,Prog.Theor.Phys.
9612008,Nucl.Phys.
112212,Eur.Phys.J.
9306051,Nucl.Phys.
5222,Commun.Math.Phys.
9603206,Phys.Rev.
9405003,Phys.Lett.
106037,Int.J.Theor.Phys.
9912177,Int.J.Mod.Phys.
9501094,Phys.Rev.
9807032,Acta
9510196,Nuovo
9407049,Mod.Phys.Lett.
109127,JHEP
9908139,Phys.Lett.
12209,J.Phys.
9608193,Annals
9201069,Mod.
9707198,Nucl.Phys.
101162,JHEP
7171,JHEP
9310157,Phys.Rev.
9706097,Class.Quant.Grav.
3200,Phys.Lett.
9412179,Phys.Lett.
9912234,Phys.Lett.
9705069,Prog.Theor.Phys.
9204050,Nucl.Phys.
9608023,Phys.Lett.
9704195,Phys.Rev.
4157,Phys.Rev.
9401026,J.Geom.Phys.
9902156,Mod.Phys.Lett.
9512058,Class.Quant.Grav.
9210154,Phys.Rev.
9510107,Mod.Phys.Lett.
9405187,Phys.Rev.Lett.
211042,JHEP
9404041,Commun.Math.Phys.
105032,Phys.Rev.
9806092,Phys.Rev.
4147,JHEP
9709059,Theor.Math.Phys.
9301092,Commun.Math.Phys.
110211,Phys.Lett.
110187,Nucl.Phys.
103120,Eur.Phys.J.
9711094,Phys.Lett.
9510223,Nucl.Phys.
10254,Int.J.Mod.Phys.
206011,Eur.Phys.J.
12075,J.Geom.Phys.
9802143,Phys.Rev.
103228,Annals
2014,Phys.Lett.
9901046,Phys.Lett.
9505141,Phys.Rev.
111279,Nucl.Phys.
105106,Phys.Rev.
9403106,Phys.Lett.
9303034,Mod.Phys.Lett.
9411168,Phys.Lett.
9902162,Phys.Lett.
107075,Phys.Lett.
9911051,Phys.Lett.
9056,Phys.Lett.
9409084,Nucl.Phys.Proc.Suppl.
9707131,Adv.Theor.Math.Phys.
9603122,Phys.Lett.
110034,JHEP
9910130,Nuovo
9907202,Nucl.Phys.
210043,Phys.Lett.
9406213,Phys.Lett.
9903187,Int.J.Mod.Phys.
107233,Phys.Rev.
9612064,Nucl.Phys.
9709175,Nucl.Phys.
9201037,Phys.
9301081,Phys.Lett.
9904199,Nucl.Phys.
9803043,Mod.Phys.Lett.
102166,Phys.Rev.Lett.
6041,Phys.Lett.
9510128,Phys.Rev.
9308130,Phys.
9608048,Phys.Rev.
109174,Phys.Rev.Lett.
9706032,Nucl.Phys.
9811145,JHEP
9811024,Adv.Theor.Math.Phys.
102144,Phys.Rev.
9306083,Phys.Rev.Lett.
7040,J.Phys.
9711156,Nucl.Phys.
203188,JHEP
9512048,Nucl.Phys.
9505162,Phys.Lett.
9405070,Phys.Rev.
112188,Nucl.Phys.
9171,Nucl.Phys.
9812085,J.Math.Phys.
12241,Phys.Rev.
9205093,Nucl.Phys.
202002,JHEP
9704156,Nucl.Phys.
9708162,Mod.Phys.Lett.
9195,Phys.Rev.Lett.
9902166,JHEP
107138,Nucl.Phys.
9512011,Int.J.Mod.Phys.
3192,Class.Quant.Grav.
9512015,Prog.Theor.Phys.
209066,Phys.Lett.
9307005,Mod.
9301030,Phys.Rev.Lett.
9803112,Adv.Theor.Math.Phys.
9510236,Phys.Lett.
9204060,Nucl.Phys.
9607193,Nucl.Phys.
9411109,Phys.Rev.
9411219,Nucl.Phys.
9909123,Int.J.Mod.Phys.
9312214,Nucl.Phys.
9602110,Phys.Rev.
206013,Annals
203047,Phys.Lett.
5111,Int.J.Mod.Phys.
9711109,Nucl.Phys.
9704190,Phys.Lett.
9512218,J.Phys.
12156,JHEP
5160,JHEP
9301058,Phys.Rev.Lett.
9707073,Phys.Rev.
9508025,Nucl.Phys.
9912044,Phys.Rev.
9502045,Phys.Lett.
107247,Nucl.Phys.
9606024,Phys.Rev.
101078,Phys.Lett.
9306094,Phys.Rev.
9906204,Phys.Lett.
203024,Phys.Rev.
9406170,J.Math.Phys.
9312034,Phys.Rev.Lett.
9711069,Nucl.Phys.
104247,JHEP
9603114,J.Geom.Phys.
9607082,Phys.Lett.
110280,Nucl.Phys.
9808182,Phys.Rev.
9912086,JHEP
9308047,Mod.Phys.Lett.
9703224,Phys.Lett.
9710024,Nucl.Phys.
9602082,Nucl.Phys.
211223,Phys.Lett.
9312070,Mod.Phys.Lett.
9810069,Mod.Phys.Lett.
9406011,Phys.Rev.
9708031,Phys.Lett.
9406092,J.Math.Phys.
205279,Nucl.Phys.
101001,JHEP
11100,J.Math.Phys.
9510189,Z.Phys.
9601128,Phys.Rev.Lett.
9603078,Phys.Lett.
9609061,Phys.Rev.
9609183,Phys.Rev.
207004,Phys.Rev.
9608154,Nucl.Phys.
104112,JHEP
9809048,Phys.Rev.
9902150,Prog.Theor.Phys.
9806017,Phys.Rev.
9810146,Phys.Rev.
108093,JHEP
9412014,Phys.Rev.
210137,Nucl.Phys.
101114,JHEP
9807156,Phys.Lett.
9910150,Phys.Lett.
9405052,Phys.Lett.
107084,JHEP
106019,Nucl.Phys.
9602126,Phys.Rev.
209010,Nucl.Phys.
9509148,Nucl.Phys.Proc.Suppl.
9801099,JHEP
9803192,Phys.Lett.
9711063,Phys.Lett.
106226,Phys.Rev.
9210114,Phys.Lett.
9712151,Nucl.Phys.
9803171,Phys.Lett.
104096,Phys.Rev.
9608060,Nucl.Phys.
4179,Nucl.Phys.
111037,Int.J.Mod.Phys.
11171,Class.Quant.Grav.
9712070,Phys.Lett.
9503043,Nucl.Phys.
9904153,Nucl.Phys.
12066,Mod.Phys.Lett.
9511053,Nucl.Phys.
9304029,Nucl.
9018,Phys.Rev.
9302083,Nucl.Phys.
201064,Prog.Theor.Phys.
9812163,Nucl.Phys.
9506125,Phys.Rev.
106197,Nucl.Phys.
9511003,Mod.Phys.Lett.
9411004,Commun.Math.Phys.
9302123,Nucl.Phys.
9612140,Phys.Lett.
9703110,Nucl.Phys.
9302047,Phys.Lett.
9207012,Phys.
9507114,Phys.Lett.
9312087,Phys.Lett.
9511076,Mod.Phys.Lett.
9403089,Mod.Phys.Lett.
9509141,Phys.Lett.
9907145,Nucl.Phys.
9503150,Phys.
9604141,Phys.Lett.
9511088,Nucl.Phys.
105107,Commun.Math.Phys.
9607070,Phys.Lett.
9808022,Nucl.Phys.
9801046,J.Phys.
9907122,J.Phys.
9210091,J.Math.Phys.
3252,Nucl.Phys.
9807079,Phys.Lett.
202106,Phys.Rev.
9406043,Nucl.Phys.
9501067,Phys.
4185,Nucl.Phys.
9603014,Acta
203068,JHEP
9305083,Phys.Rev.
9406032,Phys.Lett.
9307030,Phys.Lett.
1170,Phys.Lett.
9608027,Phys.Lett.
201221,JHEP
6043,Nucl.Phys.
9610021,Int.J.Mod.Phys.
7066,Phys.Rev.
9512080,Nucl.Phys.
9401147,Mod.Phys.Lett.
9701035,Phys.Lett.
205008,Phys.Lett.
2033,Phys.Lett.
9409123,Prog.Theor.Phys.
9202006,Phys.Lett.
9812143,Phys.Rev.
9704089,Phys.Lett.
3046,Adv.Theor.Math.Phys.
9906217,Nucl.Phys.
9311114,J.Phys.
201180,Phys.Rev.
9711205,JHEP
9602060,Nucl.Phys.Proc.Suppl.
9705031,JHEP
9210076,Int.
9607105,Phys.Lett.
206200,Class.Quant.Grav.
9706077,Prog.Theor.Phys.
9804036,Int.J.Mod.Phys.
9910202,Phys.Rev.
9204057,Nucl.Phys.Proc.Suppl.
9207095,Phys.Rev.
106213,JHEP
6234,Phys.Lett.
9712230,JHEP
9903205,JHEP
9804143,J.Math.Phys.
209205,JHEP
9405157,Phys.Lett.
9708008,Phys.Rev.
203032,Phys.Rev.
9907190,Nucl.Phys.
105188,JHEP
9907092,Nucl.Phys.
9305068,Nucl.Phys.
12007,Int.J.Mod.Phys.
9508137,Mod.Phys.Lett.
110178,Nucl.Phys.
9504004,Mod.Phys.Lett.
9803146,Phys.Lett.
3220,JHEP
9503077,Phys.Lett.
106054,Phys.Rev.
9912263,Nucl.Phys.Proc.Suppl.
9709184,Theor.Math.Phys.
9709205,Phys.Rev.
